Date,Round,Match,Score,Venue,Opponent,Result,Avg Rating,Passes,Acc. Passes,Long Balls,Acc. Long Balls,Assists,Own Half Passes,Acc. Own Half Passes,Opp Half Passes,Acc. Opp Half Passes,Crosses,Acc. Crosses,Key Passes,Aerial Duels Lost,Aerial Duels Won,Duels Lost,Duels Won,Challenges Lost,Contests,Contests Won,Shots,Shots on Target,Shots off Target,Shots Blocked,Goals,Hit Woodwork,Big Chances Missed,xG,Clearances,Blocked Shots,Interceptions,Ball Recoveries,Tackles,Tackles Won,Errors → Shot,Dispossessed,Fouls Drawn,Fouls Committed,Offsides,Pen. Conceded,Pen. Won,Own Goals,Crosses Not Claimed,High Claims,Saves (Box),Saves,Sweeper Actions,Acc. Sweeper Actions,Touches,Unsuccessful Touches,Possession Lost
2026-03-15,21,Borneo FC Samarinda vs Persib Bandung,1 - 1,Home,Persib,D,6.75,218,199,24,8,0,119,115,93,78,3,3,4,4,4,23,12,6,3,2,3,0,2,1,0,,,0.27,10,1,10,32,0,0,0,2,1,2,0,,,0,,,,,,,271,0,31
2026-02-22,22,Borneo FC Samarinda vs Dewa United FC,1 - 2,Away,Dewa Utd,L,6.76,221,195,19,6,0,154,148,60,42,7,6,3,6,3,22,9,5,4,3,4,2,1,1,1,,,0.61,7,3,6,22,0,0,2,,1,2,0,,,0,,,,,,,264,3,33
2026-02-26,23,Borneo FC Samarinda vs Arema FC,3 - 1,Home,Arema,W,6.96,161,132,26,13,0,113,102,39,24,5,0,,6,5,26,10,8,1,1,2,1,1,,1,,,0.1,22,3,12,31,1,1,0,,1,1,0,,,0,,,,,,,205,2,36
2026-03-03,24,Borneo FC Samarinda vs Persija Jakarta,2 - 2,Away,Persija,D,6.375,144,120,28,12,0,92,89,45,28,6,2,1,11,4,42,13,7,5,3,2,0,1,1,0,,,0.02,16,2,6,31,0,0,1,,1,4,0,,,0,,,,,,,178,3,40
2026-03-07,25,Borneo FC Samarinda vs Persebaya Surabaya,5 - 1,Home,Persebaya,W,6.88,244,212,26,12,1,162,151,79,59,7,3,1,2,8,10,18,0,7,6,5,1,4,,0,,,0.19,10,1,4,27,1,1,3,1,1,0,1,,,0,,,,,,,292,1,39
2026-04-05,26,Borneo FC Samarinda vs Madura United FC,3 - 1,Away,Madura Utd,W,6.88,188,170,17,10,0,114,107,70,59,5,1,2,8,12,17,15,0,2,1,2,0,2,,0,,,0.03,24,5,8,27,2,2,4,,0,0,0,,,1,,,,,,,251,7,38
2026-04-11,27,Borneo FC Samarinda vs PSBS Biak,5 - 1,Home,PSBS,W,7.02,198,178,15,8,0,81,73,111,101,16,10,4,5,1,20,4,1,0,0,1,1,,,1,,,0.77,4,2,4,25,1,1,0,,0,2,0,,,0,,,,,,,245,1,15
2026-04-18,28,Borneo FC Samarinda vs PSM Makassar,2 - 1,Away,PSM,W,6.75,219,197,11,7,0,138,136,68,54,6,4,2,4,6,23,10,4,2,0,1,0,,1,0,,,0.01,6,2,5,33,0,0,0,,2,3,1,,,0,,,,,,,259,2,26
2026-04-25,29,Borneo FC Samarinda vs Semen Padang FC,3 - 0,Home,Semen Padang,W,7.033333333333333,221,199,17,8,1,124,117,94,80,6,2,3,2,7,19,9,3,1,0,4,1,2,1,1,,,0.7,4,3,7,28,0,0,2,1,0,0,0,,,0,,,,,,,264,3,26
2026-04-29,30,Borneo FC Samarinda vs Persik Kediri,1 - 0,Away,Persik,W,6.9,178,146,33,17,0,120,99,47,39,2,1,2,8,5,20,9,4,2,1,1,1,,,0,,,0.06,22,2,15,32,0,0,4,,1,1,0,,,0,,,,,,,211,1,38
2026-05-05,31,Borneo FC Samarinda vs Persita Tangerang,2 - 0,Home,Persita,W,7.26,246,226,19,12,0,155,149,89,75,8,3,,4,5,12,10,2,2,2,2,1,1,,1,,,0.29,6,2,4,29,0,0,0,,4,0,0,,,0,,,,,,,283,1,29
2026-05-11,32,Borneo FC Samarinda vs Bali United FC,3 - 2,Away,Bali Utd,W,6.58,210,184,25,14,0,131,126,75,55,3,2,1,6,6,25,16,5,3,3,1,0,1,,0,,,0.14,17,2,6,30,2,0,2,,0,1,0,,,1,,,,,,,246,0,33
