Date,Round,Match,Score,Venue,Opponent,Result,Avg Rating,Passes,Acc. Passes,Long Balls,Acc. Long Balls,Assists,Own Half Passes,Acc. Own Half Passes,Opp Half Passes,Acc. Opp Half Passes,Crosses,Acc. Crosses,Key Passes,Aerial Duels Lost,Aerial Duels Won,Duels Lost,Duels Won,Challenges Lost,Contests,Contests Won,Shots,Shots on Target,Shots off Target,Shots Blocked,Goals,Hit Woodwork,Big Chances Missed,xG,Clearances,Blocked Shots,Interceptions,Ball Recoveries,Tackles,Tackles Won,Errors → Shot,Dispossessed,Fouls Drawn,Fouls Committed,Offsides,Pen. Conceded,Pen. Won,Own Goals,Crosses Not Claimed,High Claims,Saves (Box),Saves,Sweeper Actions,Acc. Sweeper Actions,Touches,Unsuccessful Touches,Possession Lost
2026-02-06,20,PSIM Yogyakarta vs Persis Solo,0 - 0,Home,Persis,D,7.02,253,227,26,12,0,100,97,151,129,9,4,,9,9,23,19,2,3,2,1,0,1,,0,1,,0.16,3,1,2,47,2,2,0,2,1,2,0,,,0,,,,,,,304,1,26
2026-02-13,21,PSIM Yogyakarta vs Persik Kediri,2 - 2,Away,Persik,D,6.4,181,153,23,11,1,101,94,72,53,8,4,1,6,0,22,4,3,1,1,0,0,,,0,,,0,7,0,7,25,0,0,0,,0,5,0,,,0,,,,,,,225,4,31
2026-02-23,22,PSIM Yogyakarta vs Bali United FC,3 - 3,Home,Bali Utd,D,6.82,252,222,17,8,0,81,69,158,143,13,9,5,3,8,24,15,5,1,1,4,2,2,,1,,,0.43,2,1,10,41,0,0,1,1,1,1,0,,,0,,,,,,,317,3,31
2026-02-27,23,PSIM Yogyakarta vs PSBS Biak,4 - 2,Away,PSBS,W,7.025,197,179,12,7,0,96,90,95,84,7,3,2,4,2,27,7,6,2,0,3,2,,1,2,,,0.29,15,2,6,26,1,0,1,,2,6,0,,,0,,,,,,,257,0,36
2026-03-04,24,PSIM Yogyakarta vs Semen Padang FC,0 - 0,Away,Semen Padang,D,6.8,127,98,22,9,0,60,53,51,38,3,0,,5,11,33,22,10,2,1,0,0,,,0,,,0,10,2,8,33,4,2,1,,3,4,0,,,0,,,,,,,176,0,37
2026-03-11,25,PSIM Yogyakarta vs Persijap Jepara,2 - 2,Home,Persijap,D,6.36,179,148,23,12,0,102,86,67,56,6,2,,9,4,30,12,3,1,0,2,0,1,1,0,,,0.1,6,1,6,33,0,0,2,1,2,6,0,,,0,,,,,,,211,0,33
2026-04-03,26,PSIM Yogyakarta vs Dewa United FC,0 - 1,Away,Dewa Utd,L,6.8,232,202,20,14,0,115,109,110,87,5,1,,4,1,19,11,2,0,0,0,0,,,0,,,0,3,0,10,34,1,1,1,1,2,4,0,,,0,,,,,,,302,1,34
2026-04-10,27,PSIM Yogyakarta vs PSM Makassar,1 - 2,Home,PSM,L,6.5,211,189,19,11,0,106,100,100,85,4,2,1,11,5,29,9,7,4,4,0,0,,,0,,,0,8,1,5,22,0,0,0,,2,6,0,,,0,,,,,,,257,0,24
2026-04-17,28,PSIM Yogyakarta vs Bhayangkara Presisi FC,1 - 2,Away,Bhayangkara ,L,6.571428571428571,188,171,15,9,0,100,97,78,65,8,4,2,4,1,31,10,10,4,3,2,0,1,1,0,,,0.12,4,1,13,37,1,0,1,2,1,5,0,,,0,,,,,,,247,2,30
2026-04-22,29,PSIM Yogyakarta vs Persija Jakarta,1 - 1,Home,Persija,D,6.36,106,88,14,6,0,70,64,33,22,1,0,,6,5,31,8,7,1,1,1,0,1,,0,,,0.12,22,3,7,18,2,1,4,,0,7,0,1,,0,,,,,,,129,1,24
2026-04-30,30,PSIM Yogyakarta vs Persita Tangerang,0 - 1,Home,Persita,L,6.98,291,256,19,11,0,101,97,183,155,15,5,3,10,12,35,23,5,6,5,2,1,1,,0,,,0.32,5,0,8,48,2,2,1,1,1,5,0,1,,0,,,,,,,360,1,49
2026-05-04,31,PSIM Yogyakarta vs Persib Bandung,0 - 1,Away,Persib,L,6.68,206,180,14,8,0,105,102,89,71,5,0,1,4,4,17,10,5,0,0,0,0,,,0,,,0,2,2,7,25,0,0,1,,3,4,0,,,0,,,,,,,267,1,32
2026-05-10,32,PSIM Yogyakarta vs Malut United FC,2 - 0,Home,Malut Utd,W,7.25,271,250,16,8,0,143,135,125,112,7,2,1,9,6,18,19,1,3,2,3,1,1,1,0,,1,0.95,3,1,5,47,3,1,1,1,2,6,0,,,0,,,,,,,351,1,26
