Date,Round,Match,Score,Venue,Opponent,Result,Avg Rating,Passes,Acc. Passes,Long Balls,Acc. Long Balls,Assists,Own Half Passes,Acc. Own Half Passes,Opp Half Passes,Acc. Opp Half Passes,Crosses,Acc. Crosses,Key Passes,Aerial Duels Lost,Aerial Duels Won,Duels Lost,Duels Won,Challenges Lost,Contests,Contests Won,Shots,Shots on Target,Shots off Target,Shots Blocked,Goals,Hit Woodwork,Big Chances Missed,xG,Clearances,Blocked Shots,Interceptions,Ball Recoveries,Tackles,Tackles Won,Errors → Shot,Dispossessed,Fouls Drawn,Fouls Committed,Offsides,Pen. Conceded,Pen. Won,Own Goals,Crosses Not Claimed,High Claims,Saves (Box),Saves,Sweeper Actions,Acc. Sweeper Actions,Touches,Unsuccessful Touches,Possession Lost
2026-02-15,21,Semen Padang FC vs Arema FC,0 - 3,Away,Arema,L,6.38,185,160,24,13,0,100,98,79,58,3,0,,9,3,36,13,6,3,2,2,0,1,1,0,,,0.01,13,3,7,32,1,0,2,2,3,3,0,,,0,,,,,,,252,3,43
2026-02-20,22,Semen Padang FC vs Malut United FC,2 - 2,Home,Malut Utd,D,6.58,150,122,20,13,0,91,79,55,39,6,2,2,12,6,28,15,6,1,1,7,4,1,2,0,,,1.13,6,1,5,36,1,0,2,,3,3,0,,,0,,,,,,,192,0,27
2026-02-24,23,Semen Padang FC vs Bhayangkara Presisi FC,0 - 4,Away,Bhayangkara ,L,6.216666666666667,192,165,24,10,0,123,118,65,44,5,2,2,5,6,30,22,8,1,0,1,0,1,,0,,1,0.3,21,1,4,37,3,2,0,,3,4,0,2,,0,,,,,,,236,0,37
2026-03-04,24,Semen Padang FC vs PSIM Yogyakarta,0 - 0,Home,PSIM,D,7.083333333333333,219,189,16,10,0,74,67,138,118,13,5,1,2,7,21,11,3,2,1,4,1,3,,0,,,0.1,4,3,6,36,1,1,0,,1,4,0,,,0,,,,,,,298,3,32
2026-03-09,25,Semen Padang FC vs PSBS Biak,2 - 0,Away,PSBS,W,7.36,149,124,23,16,0,69,64,67,52,8,3,2,5,9,27,20,1,3,3,1,0,1,,0,,,0.03,13,4,9,41,2,1,0,,4,5,0,,,0,,,,,,,188,1,31
2026-04-05,26,Semen Padang FC vs Persib Bandung,0 - 2,Home,Persib,L,6.62,171,143,27,12,0,96,89,65,45,2,0,,4,3,26,12,6,4,2,3,1,2,,0,,,0.24,8,2,9,26,1,1,0,,1,1,0,,,0,,,,,,,225,0,28
2026-04-12,27,Semen Padang FC vs Persis Solo,1 - 2,Away,Persis,L,6.875,178,145,25,12,0,86,79,89,63,5,3,3,3,9,24,22,3,1,0,2,1,1,,0,,,0.09,17,3,8,44,2,0,0,1,3,3,0,,,0,,,,,,,234,2,44
2026-04-20,28,Semen Padang FC vs Persijap Jepara,0 - 2,Home,Persijap,L,6.36,149,125,16,7,0,94,90,51,32,4,2,,9,7,39,16,4,4,1,2,0,1,1,0,,,0.14,13,1,4,36,2,2,0,1,6,9,1,1,,0,,,,,,,194,3,42
2026-04-25,29,Semen Padang FC vs Borneo FC Samarinda,0 - 3,Away,Borneo,L,6.46,223,192,21,12,0,122,112,94,74,5,1,2,3,0,28,11,4,1,1,1,0,1,,0,,,0.03,15,3,10,31,4,4,1,,1,6,0,,,0,,,,,,,272,2,34
2026-04-29,30,Semen Padang FC vs Madura United FC,0 - 1,Home,Madura Utd,L,7.08,199,174,21,11,0,104,95,87,71,7,2,2,4,10,17,20,1,2,2,2,1,1,,0,,,0.09,9,0,9,43,2,1,0,,2,7,0,,,0,,,,,,,259,1,33
2026-05-03,31,Semen Padang FC vs Dewa United FC,0 - 1,Away,Dewa Utd,L,6.7,107,96,16,9,0,86,82,17,10,1,0,,3,4,11,7,3,0,0,2,1,1,,0,,,0.08,9,0,8,28,0,0,2,1,2,1,0,,,0,,,,,,,146,1,17
2026-05-08,32,Semen Padang FC vs Persik Kediri,0 - 3,Home,Persik,L,6.4714285714285715,166,134,27,14,0,80,70,78,57,12,3,1,6,8,43,19,6,2,0,2,1,1,,0,,,0.01,19,3,8,44,4,2,3,,2,6,0,,,0,,,,,,,216,1,53
2026-05-15,33,Semen Padang FC vs Persebaya Surabaya,0 - 7,Home,Persebaya,L,,,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
