Date,Round,Match,Score,Venue,Opponent,Result,Avg Rating,Passes,Acc. Passes,Long Balls,Acc. Long Balls,Assists,Own Half Passes,Acc. Own Half Passes,Opp Half Passes,Acc. Opp Half Passes,Crosses,Acc. Crosses,Key Passes,Aerial Duels Lost,Aerial Duels Won,Duels Lost,Duels Won,Challenges Lost,Contests,Contests Won,Shots,Shots on Target,Shots off Target,Shots Blocked,Goals,Hit Woodwork,Big Chances Missed,xG,Clearances,Blocked Shots,Interceptions,Ball Recoveries,Tackles,Tackles Won,Errors → Shot,Dispossessed,Fouls Drawn,Fouls Committed,Offsides,Pen. Conceded,Pen. Won,Own Goals,Crosses Not Claimed,High Claims,Saves (Box),Saves,Sweeper Actions,Acc. Sweeper Actions,Touches,Unsuccessful Touches,Possession Lost
2026-02-13,21,Persik Kediri vs PSIM Yogyakarta,2 - 2,Home,PSIM,D,6.7,212,186,17,8,0,117,114,83,64,6,2,,2,3,18,13,4,6,4,0,0,,,0,,,0,15,1,15,38,1,0,1,,3,2,0,,,0,,,,,,,287,2,33
2026-02-20,22,Persik Kediri vs Bhayangkara Presisi FC,3 - 4,Home,Bhayangkara ,L,6.64,244,209,18,13,0,128,119,110,89,12,3,4,1,3,19,19,0,3,3,3,3,,,1,,,0.21,6,0,4,37,0,0,0,,7,4,0,,,0,,,,,,,310,1,42
2026-03-01,23,Persik Kediri vs Persis Solo,1 - 2,Away,Persis,L,6.76,202,184,14,7,0,131,125,63,52,3,1,,4,11,30,27,6,7,5,1,1,,,0,,,0.15,13,1,10,45,3,2,0,,6,7,0,,,0,,,,,,,260,3,27
2026-03-05,24,Persik Kediri vs PSBS Biak,2 - 1,Home,PSBS,W,7.08,177,158,10,5,0,93,87,81,70,1,1,2,5,9,25,27,5,4,3,5,3,,2,2,,1,1.48,8,3,5,43,1,0,1,,2,1,0,,,0,,,,,,,225,2,30
2026-03-09,25,Persik Kediri vs Persib Bandung,0 - 3,Away,Persib,L,6.366666666666667,181,161,14,8,0,106,102,67,53,4,3,,8,4,35,12,6,4,3,1,0,1,,0,,1,0.65,12,1,9,28,1,0,0,,2,9,0,1,,0,,,,,,,227,0,29
2026-04-06,26,Persik Kediri vs Persijap Jepara,0 - 0,Home,Persijap,D,6.975,154,128,26,12,0,64,59,81,61,5,0,,8,3,28,13,2,7,7,3,0,1,2,0,,,0.04,2,1,8,25,2,1,0,2,3,2,0,,,0,,,,,,,203,3,36
2026-04-11,27,Persik Kediri vs Madura United FC,1 - 2,Away,Madura Utd,L,6.685714285714286,224,193,23,15,0,110,105,105,83,10,3,,5,6,37,21,9,9,6,9,2,6,1,1,,,0.59,13,1,10,49,1,1,3,2,2,1,0,,,0,,,,,,,304,3,49
2026-04-19,28,Persik Kediri vs Persita Tangerang,1 - 0,Home,Persita,W,6.88,158,140,16,12,0,99,93,53,43,2,0,,5,6,31,21,4,2,1,0,0,,,0,,,0,17,1,4,30,2,1,2,1,4,2,0,,,0,,,,,,,198,1,32
2026-04-23,29,Persik Kediri vs PSM Makassar,1 - 3,Away,PSM,L,6.457142857142857,201,169,26,15,0,113,103,82,66,7,3,,6,3,31,10,3,4,4,3,0,2,1,0,1,,0.08,8,2,3,42,3,3,0,,0,1,0,1,,0,,,,,,,254,1,41
2026-04-29,30,Persik Kediri vs Borneo FC Samarinda,0 - 1,Home,Borneo,L,6.84,231,201,18,11,0,111,105,113,91,20,7,2,6,4,42,15,11,6,6,5,0,5,,0,,,0.29,10,1,10,45,0,0,1,2,4,5,0,,,0,,,,,,,286,1,42
2026-05-03,31,Persik Kediri vs Arema FC,3 - 2,Home,Arema,W,6.56,148,127,17,8,0,98,91,39,27,4,0,,7,6,28,16,5,1,1,1,1,,,0,,,0.21,16,2,11,39,0,0,0,2,3,2,0,,,0,,,,,,,197,3,39
2026-05-08,32,Persik Kediri vs Semen Padang FC,3 - 0,Away,Semen Padang,W,6.92,192,164,15,9,0,130,120,58,41,9,3,1,4,5,30,15,5,4,3,0,0,,,0,,,0,8,2,7,40,2,1,1,2,1,6,2,,,0,,,,,,,247,1,41
