Date,Round,Match,Score,Venue,Opponent,Result,Avg Rating,Passes,Acc. Passes,Long Balls,Acc. Long Balls,Assists,Own Half Passes,Acc. Own Half Passes,Opp Half Passes,Acc. Opp Half Passes,Crosses,Acc. Crosses,Key Passes,Aerial Duels Lost,Aerial Duels Won,Duels Lost,Duels Won,Challenges Lost,Contests,Contests Won,Shots,Shots on Target,Shots off Target,Shots Blocked,Goals,Hit Woodwork,Big Chances Missed,xG,Clearances,Blocked Shots,Interceptions,Ball Recoveries,Tackles,Tackles Won,Errors → Shot,Dispossessed,Fouls Drawn,Fouls Committed,Offsides,Pen. Conceded,Pen. Won,Own Goals,Crosses Not Claimed,High Claims,Saves (Box),Saves,Sweeper Actions,Acc. Sweeper Actions,Touches,Unsuccessful Touches,Possession Lost
2026-02-14,21,PSM Makassar vs Dewa United FC,0 - 2,Home,Dewa Utd,L,6.22,113,84,19,5,0,64,57,45,25,1,0,,6,2,31,12,4,6,2,3,1,1,1,0,,,0.09,9,3,6,23,0,0,1,,2,1,0,,,0,,,,,,,149,1,30
2026-02-20,22,PSM Makassar vs Persija Jakarta,1 - 2,Away,Persija,L,6.35,86,65,21,10,0,54,46,31,18,3,0,,5,8,34,17,6,2,1,5,2,2,1,0,,,0.32,15,2,6,28,0,0,3,2,2,4,0,,,0,,,,,,,128,2,39
2026-02-25,23,PSM Makassar vs Persebaya Surabaya,0 - 1,Away,Persebaya,L,6.64,179,163,17,10,0,99,97,76,63,0,0,,7,10,20,19,5,3,2,2,0,2,,0,,1,0.53,6,1,4,36,0,0,0,,3,5,0,,,0,,,,,,,225,0,27
2026-03-02,24,PSM Makassar vs Persita Tangerang,2 - 4,Home,Persita,L,6.72,119,94,23,13,0,57,48,60,44,5,4,,12,12,28,25,6,2,2,3,2,,1,2,,,0.84,16,1,7,41,2,0,2,,5,5,0,,1,0,,,,,,,157,1,50
2026-03-07,25,PSM Makassar vs Malut United FC,3 - 3,Away,Malut Utd,D,,,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
2026-04-04,26,PSM Makassar vs Persis Solo,1 - 1,Home,Persis,D,7.4,186,167,20,12,1,80,80,99,82,6,2,7,8,3,31,16,6,1,1,3,1,1,1,1,,1,0.74,8,4,5,30,1,1,0,1,8,2,0,,,0,,,,,,,227,0,28
2026-04-10,27,PSM Makassar vs PSIM Yogyakarta,2 - 1,Away,PSIM,W,6.825,86,58,17,9,1,36,29,44,24,6,2,2,4,13,26,21,6,4,3,2,1,1,,1,,,0.28,7,1,5,26,0,0,0,1,2,6,0,,,0,,,,,,,120,1,39
2026-04-18,28,PSM Makassar vs Borneo FC Samarinda,1 - 2,Home,Borneo,L,6.52,91,67,10,2,0,49,41,37,24,9,1,,4,4,23,13,6,6,5,2,2,,,0,,,0.21,8,3,5,20,3,2,0,,2,4,0,,,0,,,,,,,126,2,32
2026-04-23,29,PSM Makassar vs Persik Kediri,3 - 1,Home,Persik,W,6.65,87,63,19,7,0,35,29,48,32,0,0,,5,9,28,13,4,4,1,5,3,,2,1,,,1,12,1,4,35,0,0,0,,2,7,0,1,,0,,,,,,,119,1,41
2026-04-27,30,PSM Makassar vs Bali United FC,0 - 2,Away,Bali Utd,L,6.02,64,46,14,6,0,28,23,31,20,2,1,3,0,1,30,7,15,4,2,2,1,,1,0,,,0.07,11,5,8,20,3,1,0,1,4,2,0,,,0,,,,,,,107,3,23
2026-05-04,31,PSM Makassar vs Bhayangkara Presisi FC,2 - 1,Home,Bhayangkara ,W,6.775,118,92,17,7,0,64,59,53,32,1,0,4,10,10,31,18,3,1,0,3,1,1,1,1,,,0.23,21,0,4,28,1,0,2,2,2,3,0,,,0,,,,,,,156,0,36
2026-05-09,32,PSM Makassar vs Arema FC,0 - 3,Away,Arema,L,6.6,137,115,16,9,0,50,49,84,65,5,1,3,7,11,24,26,5,4,4,4,0,4,,0,1,,0.48,6,1,1,25,1,1,0,,5,4,0,1,,0,,,,,,,182,0,26
