Date,Round,Match,Score,Venue,Opponent,Result,Avg Rating,Passes,Acc. Passes,Long Balls,Acc. Long Balls,Assists,Own Half Passes,Acc. Own Half Passes,Opp Half Passes,Acc. Opp Half Passes,Crosses,Acc. Crosses,Key Passes,Aerial Duels Lost,Aerial Duels Won,Duels Lost,Duels Won,Challenges Lost,Contests,Contests Won,Shots,Shots on Target,Shots off Target,Shots Blocked,Goals,Hit Woodwork,Big Chances Missed,xG,Clearances,Blocked Shots,Interceptions,Ball Recoveries,Tackles,Tackles Won,Errors → Shot,Dispossessed,Fouls Drawn,Fouls Committed,Offsides,Pen. Conceded,Pen. Won,Own Goals,Crosses Not Claimed,High Claims,Saves (Box),Saves,Sweeper Actions,Acc. Sweeper Actions,Touches,Unsuccessful Touches,Possession Lost
2026-02-13,21,Persijap Jepara vs Malut United FC,0 - 4,Away,Malut Utd,L,6.375,166,145,11,5,0,105,101,43,34,1,1,,5,6,33,17,7,3,3,2,0,1,1,0,,,0.15,15,4,12,41,2,0,0,1,3,1,0,,,0,,,,,,,213,4,35
2026-02-21,22,Persijap Jepara vs Persebaya Surabaya,3 - 1,Home,Persebaya,W,6.9,101,78,21,9,0,43,35,48,36,1,1,,5,13,23,19,4,4,3,2,1,,1,0,,,0.17,24,3,12,41,2,2,1,,1,1,0,,,0,,,,,,,145,0,38
2026-02-28,23,Persijap Jepara vs Bali United FC,0 - 0,Away,Bali Utd,D,6.833333333333333,159,136,18,10,0,82,76,75,60,2,0,1,13,11,34,18,6,1,0,2,1,1,,0,,,0.25,12,3,4,37,3,2,1,,3,4,0,,,0,,,,,,,194,3,45
2026-03-05,24,Persijap Jepara vs Persis Solo,0 - 0,Home,Persis,D,6.833333333333333,148,127,25,13,0,76,68,66,54,3,0,1,6,6,23,14,5,5,3,1,0,1,,0,,,0.02,7,3,7,36,1,1,0,,1,4,0,,,0,,,,,,,203,2,32
2026-03-11,25,Persijap Jepara vs PSIM Yogyakarta,2 - 2,Away,PSIM,D,6.66,153,119,40,25,1,80,69,65,46,4,1,3,4,10,29,21,7,1,1,1,0,1,,0,,,0.02,12,0,6,34,2,1,1,,2,2,1,,,0,,,,,,,196,1,46
2026-04-06,26,Persijap Jepara vs Persik Kediri,0 - 0,Away,Persik,D,6.92,84,63,14,4,0,45,40,36,21,2,1,1,2,10,17,22,2,2,2,1,0,1,,0,,,0.06,9,1,5,37,2,1,1,,9,2,0,1,,0,,,,,,,112,0,31
2026-04-11,27,Persijap Jepara vs Bhayangkara Presisi FC,2 - 1,Home,Bhayangkara ,W,6.6,89,60,23,9,1,45,38,36,17,3,0,1,3,5,32,21,3,5,3,0,0,,,0,,,0,8,1,8,38,3,2,1,1,4,8,0,,,0,,,,,,,128,2,43
2026-04-20,28,Persijap Jepara vs Semen Padang FC,2 - 0,Away,Semen Padang,W,7.225,135,109,22,9,0,74,69,56,37,3,0,2,7,12,29,21,4,0,0,0,0,,,0,,,0,18,1,10,47,3,1,1,1,6,1,1,,,0,,,,,,,175,0,37
2026-04-24,29,Persijap Jepara vs PSBS Biak,2 - 0,Home,PSBS,W,7.04,145,127,13,8,0,81,76,57,47,2,0,1,4,5,24,19,2,0,0,2,0,2,,0,,,0.32,11,2,7,39,2,2,1,1,3,2,1,,,0,,,,,,,184,2,27
2026-04-29,30,Persijap Jepara vs Dewa United FC,0 - 1,Away,Dewa Utd,L,6.78,159,138,23,12,0,83,80,71,54,2,1,2,2,8,20,17,7,1,1,1,0,1,,0,,,0.03,6,0,4,38,2,1,2,1,1,3,0,,1,0,,,,,,,194,1,38
2026-05-04,31,Persijap Jepara vs Persija Jakarta,0 - 2,Home,Persija,L,6.7,102,75,20,7,0,49,41,43,29,4,1,,9,13,34,25,6,3,3,3,0,3,,0,,,0.24,7,5,7,35,2,1,0,,3,5,0,,,0,,,,,,,141,0,42
2026-05-10,32,Persijap Jepara vs Persita Tangerang,3 - 0,Away,Persita,W,7.02,154,126,27,10,0,81,72,71,52,0,0,2,8,11,35,22,4,1,1,0,0,,,0,,,0,16,4,5,38,2,2,2,1,2,0,0,,,0,,,,,,,197,0,46
